Período,ARS,Hospital,Localização Geográfica,DDD Consumidas de Cefalosporinas,DDD Consumidas dos Restantes Antibióticos
2015-01,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7553,33540
2015-01,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",6642,20213
2015-01,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",713,1233
2015-01,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",38,455
2015-02,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",43,110
2015-02,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",979,3695
2015-02,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1601,4897
2015-02,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1617,5895
2015-02,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",455,3406
2015-02,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",834,4054
2015-02,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2284,12088
2015-02,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3672,12796
2015-02,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1330,4887
2015-03,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1111,5930
2015-03,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",486,1862
2015-03,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1382,5790
2015-03,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2563,9582
2015-03,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6860,27649
2015-04,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",423,1852
2015-04,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",905,4317
2015-04,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",190,2484
2015-04,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1302,4299
2015-04,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1453,5943
2015-04,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",848,3491
2015-04,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2437,5607
2015-04,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",1835,8204
2015-04,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2388,5536
2015-04,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2675,9435
2015-04,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4494,15325
2015-04,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",1897,12514
2015-04,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1464,5040
2015-04,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",1,215
2015-05,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",34,183
2015-05,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",969,2981
2015-05,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",417,1904
2015-05,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",240,1876
2015-05,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1227,3572
2015-05,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2261,8532
2015-05,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1078,5270
2015-05,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1770,5418
2015-05,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1301,6948
2015-05,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",439,2689
2015-05,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2227,9104
2015-05,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2295,12211
2015-05,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",9,161
2015-06,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",919,2245
2015-06,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",397,1610
2015-06,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",943,4514
2015-06,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",1806,4710
2015-06,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1232,4570
2015-06,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",423,2691
2015-06,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",1887,6582
2015-06,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3599,11532
2015-06,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3155,10800
2015-06,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2300,11564
2015-07,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",51,199
2015-07,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2294,7691
2015-07,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1612,4889
2015-07,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1272,5217
2015-07,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2405,11626
2015-07,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",3895,15973
2015-07,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1351,5135
2015-07,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",13,257
2015-08,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",35,185
2015-08,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1285,5300
2015-08,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",548,2657
2015-08,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2144,5105
2015-08,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",673,3014
2015-08,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",1888,7137
2015-08,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3093,25192
2015-08,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",623,1185
2015-09,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1273,3918
2015-09,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",719,2642
2015-09,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1338,4180
2015-09,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",583,2553
2015-09,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",728,3028
2015-09,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2195,7761
2015-09,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",3,227
2015-10,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",843,2859
2015-10,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1268,6800
2015-10,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1653,5208
2015-10,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1672,5687
2015-10,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",599,3008
2015-10,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",798,3506
2015-10,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2460,14530
2015-10,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1738,5918
2015-11,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",1790,8167
2015-11,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",1759,5079
2015-11,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1420,6287
2015-11,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2535,5926
2015-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4206,14841
2015-11,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2363,15214
2015-11,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",723,1475
2015-11,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",821,4584
2015-11,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",7,255
2015-12,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",7,131
2015-12,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",684,3259
2015-12,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3901,14114
2015-12,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2023,13382
2015-12,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",4446,28714
2015-12,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5743,20873
2015-12,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",-2,328
2016-01,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",77,133
2016-01,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",464,1893
2016-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",246,1754
2016-01,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2293,9546
2016-01,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1312,6060
2016-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3879,12179
2016-01,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",4584,31903
2016-01,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",773,4537
2016-01,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",-1,158
2016-02,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",54,192
2016-02,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",115,348
2016-02,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2038,6435
2016-02,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",895,2395
2016-02,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3637,12873
2016-02,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",795,4712
2016-03,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",585,1996
2016-03,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",988,5291
2016-03,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2413,7180
2016-03,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",3067,9870
2016-03,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",4637,13552
2016-03,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2440,12728
2016-03,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7150,29078
2016-04,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",121,382
2016-04,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",128,2354
2016-04,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",988,5038
2016-04,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2028,8115
2016-04,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1743,5343
2016-04,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1423,6707
2016-04,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1546,4734
2016-04,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3540,10270
2016-04,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1228,3448
2016-04,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6582,27711
2016-04,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",4492,28385
2016-04,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1589,5639
2016-04,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",2,164
2016-05,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",78,425
2016-05,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",701,2573
2016-05,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",776,5077
2016-05,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1615,4442
2016-05,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1544,5310
2016-05,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1275,6373
2016-06,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",51,417
2016-06,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",140,309
2016-06,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",865,4799
2016-06,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2186,8225
2016-06,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2213,5781
2016-06,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1338,6592
2016-06,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",842,4644
2016-06,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",14,236
2016-07,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",78,412
2016-07,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,0
2016-07,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",862,2783
2016-07,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1077,4939
2016-07,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",765,3726
2016-07,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2196,9389
2016-07,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1443,5506
2016-07,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",1925,5678
2016-07,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2375,6617
2016-07,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",990,3690
2016-07,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2188,10191
2016-07,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3243,25684
2016-07,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",704,1327
2016-08,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",796,2934
2016-08,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1151,5566
2016-08,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1435,5471
2016-08,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",1719,10513
2016-08,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1483,5012
2016-08,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",629,4640
2016-09,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",25,170
2016-09,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",112,261
2016-09,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",858,2696
2016-09,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",388,1586
2016-09,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",715,4604
2016-09,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2586,8896
2016-09,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3732,9432
2016-09,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3070,10985
2016-09,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",3752,16177
2016-10,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",94,476
2016-10,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",515,1723
2016-10,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",799,4794
2016-10,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",717,2269
2016-10,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",236,1920
2016-10,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1579,4994
2016-10,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1508,5061
2016-10,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",3120,10360
2016-10,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1259,4858
2016-11,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",76,97
2016-11,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",559,2035
2016-11,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",518,2401
2016-11,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1283,6696
2016-11,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",560,2899
2016-11,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",933,3106
2016-11,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3809,10531
2016-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4015,16908
2016-11,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",955,5228
2016-12,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1192,6746
2016-12,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",2820,7474
2016-12,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2052,5974
2016-12,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",755,2852
2016-12,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1735,8705
2016-12,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1960,8644
2016-12,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1326,5530
2016-12,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2513,6370
2016-12,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2465,8826
2016-12,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2825,6884
2016-12,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",602,1013
2017-01,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",37,38
2017-01,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",615,3481
2017-01,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",759,3000
2017-01,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",851,6771
2017-01,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1667,5847
2017-01,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1672,6948
2017-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",1166,4792
2017-01,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2669,7596
2017-01,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4561,12785
2017-01,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4858,18130
2017-02,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1169,5760
2017-02,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",8115,6870
2017-02,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1684,5476
2017-02,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1824,6544
2017-02,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2448,5866
2017-02,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3190,10797
2017-02,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",5901,25891
2017-02,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4064,14968
2017-03,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",156,201
2017-03,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1259,3097
2017-03,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1178,6430
2017-03,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",181,1904
2017-03,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2217,6190
2017-03,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2620,13192
2017-03,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1308,4810
2017-04,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,2
2017-04,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",765,3723
2017-04,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",132,1774
2017-04,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1839,4394
2017-04,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4082,14988
2017-04,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",11,278
2017-05,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",41,159
2017-05,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1747,4761
2017-05,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",3054,9598
2017-05,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3765,23540
2017-05,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",3876,14336
2017-05,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",977,4888
2017-05,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",41,316
2017-06,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,2
2017-06,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",868,2574
2017-06,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1079,5895
2017-06,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",970,3668
2017-06,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",889,4802
2017-06,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1738,5051
2017-06,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1207,4253
2017-06,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2667,8025
