Período,Região,Instituição,Localização Geográfica,Nº Consultas Médicas Total
2018-04,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",82147
2018-04,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",33313
2018-05,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",32175
2018-05,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",42522
2018-05,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",110732
2018-05,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",40617
2018-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",59799
2018-05,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",68994
2018-05,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",124240
2018-05,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",23276
2018-05,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",112821
2018-06,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",51321
2018-06,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",48742
2018-06,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",44173
2018-06,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",89174
2018-06,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",370612
2018-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",92667
2018-06,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",73129
2018-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",387068
2018-06,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",46742
2018-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",160751
2018-06,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",236888
2018-07,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",9519
2018-07,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",409162
2018-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",186129
2018-07,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",301446
2018-07,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",58283
2018-08,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",177647
2018-08,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",146000
2018-08,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",3339
2018-08,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",478625
2018-08,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",27623
2018-08,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",64784
2018-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",66633
2018-09,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",210738
2018-09,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",112742
2018-09,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",3684
2018-09,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",11976
2018-09,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",46382
2018-09,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",206965
2018-09,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",67943
2018-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",233030
2018-09,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",375772
2018-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",62485
2018-10,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",224060
2018-10,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",750200
2018-10,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",205161
2018-10,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",231854
2018-10,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",242960
2018-10,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",200924
2018-11,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",82675
2018-11,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",830771
2018-11,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",78582
2018-11,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",425396
2018-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",128849
2018-11,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",666823
2018-11,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",57360
2018-11,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",153920
2018-11,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",133149
2018-11,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",276408
2018-11,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",55065
2018-11,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",84613
2018-11,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",283331
2018-11,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",466808
2018-11,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",236063
2018-11,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",431740
2018-12,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",121572
2018-12,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",717338
2018-12,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",143887
2018-12,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",305640
2018-12,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",41613
2019-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",27415
2019-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",22608
2019-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",5554
2019-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",64882
2019-01,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",8685
2019-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",47873
2019-01,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",44046
2019-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",16292
2019-02,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",25531
2019-02,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",41570
2019-02,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",641
2019-02,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",15136
2019-02,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",15510
2019-02,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",125903
2019-02,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",126645
2019-02,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",27870
2019-02,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",51205
2019-02,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",10679
2019-02,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",47641
2019-02,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",57318
2019-02,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",89179
2019-02,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",51177
2019-02,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",44467
2019-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",24143
2019-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",26328
2019-03,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",76537
2019-03,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",36877
2019-03,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",60428
2019-03,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",232245
2019-03,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",68127
2019-03,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",7758
2019-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",25507
2019-03,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",22550
2019-03,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",186610
2019-03,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",43799
2019-03,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",15686
2019-03,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",10710
2019-04,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",23231
2019-04,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",30408
2019-04,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",29558
2019-04,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",63378
2019-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",63708
2019-04,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",92567
2019-04,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",99202
2019-04,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",99190
2019-05,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",1869
2019-05,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",204054
2019-05,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",24748
2019-05,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",69939
2019-05,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",71458
2019-05,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",117678
2019-05,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",327058
2019-05,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",125519
2019-05,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",218978
2019-05,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",205039
2019-05,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",36351
2019-05,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",126093
2019-06,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",43606
2019-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",94066
2019-06,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",30838
2019-06,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",85139
2019-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",159334
2019-06,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",130614
2019-06,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",234424
2019-06,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",146119
2019-06,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",125390
2019-06,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",52442
2019-07,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",54145
2019-07,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",154461
2019-07,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",10317
2019-07,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",53864
2019-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",86752
2019-07,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",435893
2019-07,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",33556
2019-08,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",197393
2019-08,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",94155
2019-08,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",172322
2019-08,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",306277
2019-08,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",36914
2019-08,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",108997
2019-08,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",92485
2019-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",212867
2019-08,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",191940
2019-08,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",40025
2019-08,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",496109
2019-08,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",456921
2019-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",51511
2019-09,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",105534
2019-09,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",12942
2019-09,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",343984
2019-09,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",122732
2019-09,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",103624
2019-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",238085
2019-09,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",45642
2019-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",560357
2019-09,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",373349
2019-09,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",194157
2019-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",84590
2019-10,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",749799
2019-10,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",219878
2019-10,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",25192
2019-10,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",605002
2019-10,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",388135
2019-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",121923
2019-10,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",46547
2019-10,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",136792
2019-10,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",51426
2019-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",240326
2019-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",266520
2019-10,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",67644
2019-11,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",132164
2019-11,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",216750
2019-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",90901
2019-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629, -9.1258493",134151
2019-11,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",243922
2019-11,Região de Saúde Norte,"Hospital de Braga, EPE","41.56785, -8.398982",436248
2019-11,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",93162
2019-12,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",277963
2019-12,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",91820
2019-12,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",125767
2019-12,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",463438
2019-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",184737
2019-12,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",54746
2019-12,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",141392
2019-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",326147
2019-12,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",287253
2019-12,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",92349
2019-12,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",319914
2019-12,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",264654
2019-12,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",42203
2019-12,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",290673
2020-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",8089
2020-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",6453
2020-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",8894
2020-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",26242
2020-01,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",12195
2020-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",16470
2020-01,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",14131
2020-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",24917
2020-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",30322
2020-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",26477
2020-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",16828
2020-02,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",52514
2020-02,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",53613
2020-02,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",47824
2020-02,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",4879
2020-02,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",14718
2020-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",55946
2020-02,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",122559
2020-02,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",57350
2020-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",16785
2020-03,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",34019
2020-03,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",174978
2020-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",80853
2020-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",189943
2020-03,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",122174
2020-03,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",11048
2020-04,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",25258
2020-04,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE","37.0238973, -7.9281554",91141
2020-04,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",41250
2020-04,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",73391
2020-04,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",26716
2020-04,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",7582
2020-04,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",52695
2020-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",99804
2020-04,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",242630
2020-04,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",218888
2020-04,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",93768
2020-05,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",118516
2020-05,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",302987
2020-05,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",51846
2020-05,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",30546
2020-05,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",275739
2020-05,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",23610
2020-05,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",96903
2020-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",120221
2020-05,Região de Saúde LVT,"Hospital Garcia de Orta, EPE","38.6658713, -9.1822554",112260
2020-05,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",15945
2020-05,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",56218
2020-05,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",18253
