Periodo;Ano;Mes;Trimestre;Semestre;Regiao;Instituicao;Populacao_Regiao;Num_Municipios;Consumo_Carbapenemes;Consumo_Outros_Antibioticos;Consumo_Total_Antibioticos;Percentual_Carbapenemes;Consumo_Carbapenemes_Per_Capita;Total_Urgencias;Urgencias_Geral;Urgencias_Pediatricas;Urgencias_Obstetricia;Urgencias_Psiquiatrica;Total_Urgencias_Per_Capita;Total_Consultas;Primeiras_Consultas;Consultas_Subsequentes;Total_Consultas_Per_Capita;Peso_Medio_Carbapenemes
2020-05;2020;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;193.0;2836.0;3029.0;6.37;47.72;;;;;;;;;;;0.0637125990105657
2020-06;2020;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;180.0;3220.0;3400.0;5.29;44.5;;;;;;;;;;;0.053022290386997
2020-07;2020;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;296.0;3562.0;3858.0;7.67;73.19;;;;;;;;;;;0.0767122104279118
2020-08;2020;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;234.0;3042.0;3276.0;7.14;57.86;;;;;;;;;;;0.0714186660110347
2020-09;2020;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;254.0;3038.0;3292.0;7.72;62.8;;;;;;;;;;;0.0772826823720796
2020-10;2020;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;228.0;3449.0;3677.0;6.2;56.37;;;;;;;;;;;0.0621608064594422
2020-11;2020;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;187.0;3367.0;3554.0;5.26;46.24;;;;;;;;;;;0.0527037934718656
2020-12;2020;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404454.0;43.0;218.0;3019.0;3237.0;6.73;53.9;;;;;;;;;;;0.0675383506640582
2021-01;2021;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;110.0;3233.0;3343.0;3.29;27.17;;;;;;;;;;;0.0330008403321447
2021-02;2021;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;162.0;2752.0;2914.0;5.56;40.01;;;;;;;;;;;0.055791088288254
2021-03;2021;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;156.0;2486.0;2642.0;5.9;38.53;;;;;;;;;;;0.0590996738209801
2021-04;2021;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;183.0;2529.0;2712.0;6.75;45.2;;;;;;;;;;;0.0675746831888228
2021-05;2021;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;236.0;3199.0;3435.0;6.87;58.29;;;;;;;;;;;0.0687935417515669
2021-06;2021;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;202.0;3475.0;3677.0;5.49;49.89;;;;;;;;;;;0.0551651150635233
2021-07;2021;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;285.0;3276.0;3561.0;8.0;70.39;;;;;;;;;;;0.0801696365313405
2021-08;2021;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;112.0;2888.0;3000.0;3.73;27.66;;;;;;;;;;;0.0373864904169507
2021-09;2021;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;254.0;2933.0;3187.0;7.97;62.73;;;;;;;;;;;0.0797385620915031
2021-10;2021;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;275.0;2806.0;3081.0;8.93;67.92;;;;;;;;;;;0.0892479412122652
2021-11;2021;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;130.0;2794.0;2924.0;4.45;32.11;;;;;;;;;;;0.0444491179034561
2021-12;2021;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404891.0;43.0;202.0;2804.0;3006.0;6.72;49.89;;;;;;;;;;;0.0674763565538564
2022-01;2022;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;208.0;2766.0;2974.0;6.99;51.37;;;;;;;;;;;0.0699330368757479
2022-02;2022;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;230.0;2942.0;3172.0;7.25;56.8;;;;;;;;;;;0.0726026454861001
2022-03;2022;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;267.0;2876.0;3143.0;8.5;65.94;;;;;;;;;;;0.0849284878503186
2022-04;2022;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;195.0;2704.0;2899.0;6.73;48.16;;;;;;;;;;;0.0674561725722284
2022-05;2022;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;193.0;3153.0;3346.0;5.77;47.67;;;;;;;;;;;0.0577689585520764
2022-06;2022;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;130.0;3116.0;3246.0;4.0;32.11;;;;;;;;;;;0.0402361773676391
2022-07;2022;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;333.0;3089.0;3422.0;9.73;82.24;;;;;;;;;;;0.0974284780234685
2022-08;2022;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;266.0;3095.0;3361.0;7.91;65.69;;;;;;;;;;;0.0793202537539901
2022-09;2022;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;300.0;2566.0;2866.0;10.47;74.09;;;;;;;;;;;0.1046752885320329
2022-10;2022;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;252.0;2608.0;2860.0;8.81;62.24;;;;;;;;;;;0.0881024143396723
2022-11;2022;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;174.0;2588.0;2762.0;6.3;42.97;;;;;;;;;;;0.0629851586695089
2022-12;2022;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;404905.0;43.0;288.0;2960.0;3248.0;8.87;71.13;;;;;;;;;;;0.08871281032625
2023-01;2023;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;209.0;3287.0;3496.0;5.98;51.42;;;;;;;;;;;0.0599991149568881
2023-02;2023;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;183.0;2998.0;3181.0;5.75;45.03;;;;;;;;;;;0.0575719212467805
2023-03;2023;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;240.0;3479.0;3719.0;6.45;59.05;;;;;;;;;;;0.0646029437412297
2023-04;2023;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;165.0;3184.0;3349.0;4.93;40.6;;;;;;;;;;;0.049256619524599
2023-05;2023;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;186.0;3103.0;3289.0;5.66;45.76;;;;;;;;;;;0.0567862609138242
2023-06;2023;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;241.0;3885.0;4126.0;5.84;59.3;;;;;;;;;;;0.0585492083022199
2023-07;2023;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;275.0;3178.0;3453.0;7.96;67.66;;;;;;;;;;;0.0797073353977008
2023-08;2023;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;223.0;3359.0;3582.0;6.23;54.87;;;;;;;;;;;0.062422233850805
2023-09;2023;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;264.0;3126.0;3390.0;7.79;64.95;;;;;;;;;;;0.078037228447504
2023-10;2023;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;311.0;2944.0;3255.0;9.55;76.52;;;;;;;;;;;0.0956178212138329
2023-11;2023;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;206.0;2650.0;2856.0;7.21;50.68;;;;;;;;;;;0.0721169775384621
2023-12;2023;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;406437.0;43.0;165.0;3155.0;3320.0;4.97;40.6;;;;;;;;;;;0.0497835471972258
2013-01;2013;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;7957.0;6783.0;1069.0;105.0;0.0;1866.27;9631.0;2965.0;6666.0;2258.89;
2013-02;2013;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;15235.0;12987.0;2069.0;179.0;0.0;3573.28;18043.0;5375.0;12668.0;4231.88;
2013-03;2013;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;23883.0;20568.0;3062.0;253.0;0.0;5601.62;26280.0;7610.0;18670.0;6163.82;
2013-04;2013;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;31522.0;27342.0;3856.0;324.0;0.0;7393.3;35745.0;10325.0;25420.0;8383.78;
2013-05;2013;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;39623.0;34376.0;4810.0;437.0;0.0;9293.34;45584.0;12902.0;32682.0;10691.46;
2013-06;2013;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;47538.0;41357.0;5660.0;521.0;0.0;11149.76;53596.0;14883.0;38713.0;12570.63;
2013-07;2013;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;55746.0;48765.0;6397.0;584.0;0.0;13074.9;62291.0;17175.0;45116.0;14609.99;
2013-08;2013;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;63722.0;55979.0;7077.0;666.0;0.0;14945.62;68681.0;18872.0;49809.0;16108.73;
2013-09;2013;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;71099.0;62591.0;7728.0;780.0;0.0;16675.85;76971.0;20952.0;56019.0;18053.1;
2013-10;2013;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;78710.0;69239.0;8606.0;865.0;0.0;18460.97;86788.0;23496.0;63292.0;20355.62;
2013-11;2013;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;86090.0;75724.0;9431.0;935.0;0.0;20191.9;95787.0;25960.0;69827.0;22466.28;
2013-12;2013;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;426359.0;43.0;;;;;;94060.0;82718.0;10322.0;1020.0;0.0;22061.22;103508.0;27956.0;75552.0;24277.19;
2014-01;2014;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;8714.0;7571.0;1057.0;86.0;0.0;2067.2;9263.0;2396.0;6867.0;2197.43;
2014-02;2014;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;16414.0;14335.0;1939.0;140.0;0.0;3893.85;17707.0;4790.0;12917.0;4200.58;
2014-03;2014;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;24473.0;21385.0;2849.0;239.0;0.0;5805.66;26204.0;7229.0;18975.0;6216.3;
2014-04;2014;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;32027.0;28108.0;3582.0;337.0;0.0;7597.67;34330.0;9442.0;24888.0;8144.01;
2014-05;2014;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;40326.0;35390.0;4526.0;410.0;0.0;9566.42;43713.0;11907.0;31806.0;10369.91;
2014-06;2014;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;48170.0;42380.0;5325.0;465.0;0.0;11427.23;52057.0;14066.0;37991.0;12349.33;
2014-07;2014;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;55973.0;49343.0;6076.0;554.0;0.0;13278.31;60844.0;16329.0;44515.0;14433.85;
2014-08;2014;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;63601.0;56189.0;6747.0;665.0;0.0;15087.88;67289.0;18262.0;49027.0;15962.77;
2014-09;2014;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;70816.0;62679.0;7356.0;781.0;0.0;16799.47;75871.0;20573.0;55298.0;17998.66;
2014-10;2014;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;78938.0;69784.0;8266.0;888.0;0.0;18726.23;85920.0;23327.0;62593.0;20382.55;
2014-11;2014;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;86369.0;76207.0;9187.0;975.0;0.0;20489.07;94582.0;25701.0;68881.0;22437.41;
2014-12;2014;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;421537.0;43.0;;;;;;94152.0;82951.0;10153.0;1048.0;0.0;22335.41;101998.0;27858.0;74140.0;24196.69;
2015-01;2015;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;9230.0;7888.0;1252.0;90.0;0.0;2211.2;8793.0;2691.0;6102.0;2106.51;
2015-02;2015;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;16949.0;14715.0;2070.0;164.0;0.0;4060.41;17194.0;5148.0;12046.0;4119.1;
2015-03;2015;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;24957.0;21696.0;2992.0;269.0;0.0;5978.86;26305.0;7841.0;18464.0;6301.79;
2015-04;2015;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;32543.0;28202.0;3958.0;383.0;0.0;7796.21;35356.0;10795.0;24561.0;8470.11;
2015-05;2015;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;40786.0;35281.0;5006.0;499.0;0.0;9770.95;43901.0;13174.0;30727.0;10517.2;
2015-06;2015;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;48193.0;41766.0;5817.0;610.0;0.0;11545.42;52281.0;15508.0;36773.0;12524.77;
2015-07;2015;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;55743.0;48451.0;6552.0;740.0;0.0;13354.14;60520.0;17771.0;42749.0;14498.55;
2015-08;2015;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;63284.0;55187.0;7244.0;853.0;0.0;15160.71;66571.0;19533.0;47038.0;15948.17;
2015-09;2015;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;70235.0;61332.0;7899.0;1004.0;0.0;16825.94;74998.0;21924.0;53074.0;17966.99;
2015-10;2015;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;77866.0;67984.0;8761.0;1121.0;0.0;18654.07;84463.0;24520.0;59943.0;20234.49;
2015-11;2015;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;85341.0;74459.0;9663.0;1219.0;0.0;20444.83;93389.0;26955.0;66434.0;22372.86;
2015-12;2015;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;417421.0;43.0;;;;;;93262.0;81362.0;10573.0;1327.0;0.0;22342.43;101357.0;29051.0;72306.0;24281.72;
2016-01;2016;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;8742.0;7462.0;1173.0;107.0;0.0;2116.04;8510.0;2462.0;6048.0;2059.88;
2016-02;2016;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;16026.0;13816.0;1999.0;211.0;0.0;3879.17;16780.0;4787.0;11993.0;4061.68;
2016-03;2016;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;23784.0;20621.0;2844.0;319.0;0.0;5757.03;25497.0;7151.0;18346.0;6171.67;
2016-04;2016;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;31286.0;27155.0;3692.0;439.0;0.0;7572.92;33636.0;9326.0;24310.0;8141.75;
2016-05;2016;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;39443.0;34079.0;4755.0;609.0;0.0;9547.36;42200.0;11586.0;30614.0;10214.7;
2016-06;2016;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;46693.0;40442.0;5512.0;739.0;0.0;11302.25;51218.0;14171.0;37047.0;12397.55;
2016-07;2016;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;54745.0;47629.0;6244.0;872.0;0.0;13251.28;58748.0;16190.0;42558.0;14220.22;
2016-08;2016;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;62709.0;54786.0;6929.0;994.0;0.0;15179.0;64980.0;17934.0;47046.0;15728.71;
2016-09;2016;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;69917.0;61213.0;7547.0;1157.0;0.0;16923.73;73070.0;20053.0;53017.0;17686.93;
2016-10;2016;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;77525.0;67851.0;8423.0;1251.0;0.0;18765.28;81596.0;22252.0;59344.0;19750.68;
2016-11;2016;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;85039.0;74402.0;9288.0;1349.0;0.0;20584.08;90508.0;24829.0;65679.0;21907.87;
2016-12;2016;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;413130.0;43.0;;;;;;93773.0;81987.0;10329.0;1457.0;0.0;22698.18;97079.0;26715.0;70364.0;23498.41;
2017-01;2017;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;7836.0;6866.0;868.0;102.0;0.0;1914.53;8776.0;2665.0;6111.0;2144.19;
2017-02;2017;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;14403.0;12533.0;1670.0;200.0;0.0;3519.0;16503.0;4957.0;11546.0;4032.08;
2017-03;2017;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;21923.0;19089.0;2535.0;299.0;0.0;5356.32;26808.0;8196.0;18612.0;6549.85;
2017-04;2017;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;29098.0;25434.0;3257.0;407.0;0.0;7109.35;34277.0;10278.0;23999.0;8374.71;
2017-05;2017;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;36820.0;32152.0;4128.0;540.0;0.0;8996.02;42894.0;12696.0;30198.0;10480.05;
2017-06;2017;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;44155.0;38679.0;4816.0;660.0;0.0;10788.14;51308.0;15150.0;36158.0;12535.79;
2017-07;2017;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;51458.0;45207.0;5464.0;787.0;0.0;12572.44;58984.0;17350.0;41634.0;14411.23;
2017-08;2017;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;58780.0;51834.0;6029.0;917.0;0.0;14361.39;65422.0;19228.0;46194.0;15984.19;
2017-09;2017;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;65705.0;57953.0;6660.0;1092.0;0.0;16053.33;73765.0;21515.0;52250.0;18022.59;
2017-10;2017;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;73375.0;64701.0;7438.0;1236.0;0.0;17927.3;82771.0;23934.0;58837.0;20222.97;
2017-11;2017;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;80497.0;71027.0;8124.0;1346.0;0.0;19667.38;91827.0;26349.0;65478.0;22435.57;
2017-12;2017;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;409292.0;43.0;;;;;;88186.0;77881.0;8832.0;1473.0;0.0;21545.99;98601.0;28077.0;70524.0;24090.62;
2018-01;2018;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;8676.0;7581.0;947.0;148.0;0.0;2136.04;9279.0;2550.0;6729.0;2284.5;
2018-02;2018;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;16339.0;14377.0;1727.0;235.0;0.0;4022.68;17232.0;4668.0;12564.0;4242.54;
2018-03;2018;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;24141.0;21333.0;2443.0;365.0;0.0;5943.54;25489.0;6729.0;18760.0;6275.42;
2018-04;2018;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;31449.0;27868.0;3090.0;491.0;0.0;7742.78;33691.0;9001.0;24690.0;8294.76;
2018-05;2018;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;39416.0;34946.0;3875.0;595.0;0.0;9704.26;42522.0;11484.0;31038.0;10468.96;
2018-06;2018;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;46700.0;41468.0;4532.0;700.0;0.0;11497.59;51321.0;14042.0;37279.0;12635.29;
2018-07;2018;7;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;55290.0;49269.0;5184.0;837.0;0.0;13612.46;59293.0;16295.0;42998.0;14598.0;
2018-08;2018;8;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;62067.0;55342.0;5757.0;968.0;0.0;15280.96;66000.0;18253.0;47747.0;16249.27;
2018-09;2018;9;3;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;69084.0;61665.0;6303.0;1116.0;0.0;17008.56;74245.0;20583.0;53662.0;18279.2;
2018-10;2018;10;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;76727.0;68470.0;7018.0;1239.0;0.0;18890.27;83846.0;23375.0;60471.0;20642.98;
2018-11;2018;11;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;83882.0;74776.0;7757.0;1349.0;0.0;20651.84;93137.0;26106.0;67031.0;22930.43;
2018-12;2018;12;4;2;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;406172.0;43.0;;;;;;91386.0;81548.0;8396.0;1442.0;0.0;22499.34;100375.0;28114.0;72261.0;24712.44;
2019-01;2019;1;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;404957.0;43.0;;;;;;8251.0;7339.0;797.0;115.0;0.0;2037.5;9156.0;2654.0;6502.0;2260.98;
2019-02;2019;2;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;404957.0;43.0;;;;;;15862.0;14079.0;1548.0;235.0;0.0;3916.96;17624.0;5131.0;12493.0;4352.07;
2019-03;2019;3;1;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;404957.0;43.0;;;;;;23401.0;20843.0;2215.0;343.0;0.0;5778.64;26328.0;7599.0;18729.0;6501.43;
2019-04;2019;4;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;404957.0;43.0;;;;;;30378.0;27158.0;2772.0;448.0;0.0;7501.54;34999.0;10172.0;24827.0;8642.65;
2019-05;2019;5;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;404957.0;43.0;;;;;;38209.0;34132.0;3534.0;543.0;0.0;9435.32;44129.0;12775.0;31354.0;10897.21;
2019-06;2019;6;2;1;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;404957.0;43.0;;;;;;45286.0;40456.0;4191.0;639.0;0.0;11182.92;51834.0;14999.0;36835.0;12799.88;
