Período,Hospital,Região_x,Consumo,Sobra,Região_y,nr consultas,Região,Urgências Geral,Urgências Pediátricas,Urgência Obstetricia,Urgência Psiquiátrica,Total Urgências
2024-12,"Unidade Local de Saúde do Algarve, E. P. E.",,810,17517,,,,,,,,
2024-12,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.",,588,11897,,,,,,,,
2024-12,"Unidade Local de Saúde de Santa Maria, E. P. E.",,1560,27818,,,,,,,,
2024-12,"Unidade Local de Saúde de Santo António, E. P. E.",,945,15386,,,,,,,,
2024-12,"Unidade Local de Saúde de São José, E. P. E.",,1341,24120,,,,,,,,
2024-12,"Instituto Português de Oncologia, E.P.E. - Lisboa",,1000,6148,,,,,,,,
2024-12,"Instituto Português de Oncologia, E.P.E. - Porto",,829,5794,,,,,,,,
2025-01,"Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.",,94,3029,,,,,,,,
2025-01,"Unidade Local de Saúde da Arrábida, E. P. E.",,257,8049,,,,,,,,
2025-01,"Unidade Local de Saúde da Cova da Beira, E. P. E.",,212,4726,,,,,,,,
2025-01,"Unidade Local de Saúde da Lezíria, E. P. E.",,885,10347,,,,,,,,
2025-01,"Unidade Local de Saúde do Arco Ribeirinho, E. P. E.",,491,7233,,,,,,,,
2025-01,"Unidade Local de Saúde de Santa Maria, E. P. E.",,2305,30854,,,,,,,,
2025-02,"Unidade Local de Saúde do Baixo Mondego, E. P. E.",,83,2511,,,,,,,,
2025-02,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",,68,3303,,,,,,,,
2025-02,"Unidade Local de Saúde do Oeste, E. P. E.",,506,6491,,,,,,,,
2025-02,"Unidade Local de Saúde da Lezíria, E. P. E.",,842,8285,,,,,,,,
2025-02,"Unidade Local de Saúde do Médio Tejo, E.P.E.",,361,7399,,,,,,,,
2025-02,"Unidade Local de Saúde do Tâmega e Sousa, E. P. E.",,447,10567,,,,,,,,
2025-02,"Unidade Local de Saúde de Gaia/Espinho, E.P.E.",,612,15358,,,,,,,,
2025-02,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.",,546,8665,,,,,,,,
2025-02,"Unidade Local de Saúde de São João, E. P. E.",,1390,24064,,,,,,,,
2025-02,"Instituto Português de Oncologia, E.P.E. - Lisboa",,542,4943,,,,,,,,
2025-02,"Instituto Português de Oncologia, E.P.E. - Porto",,629,4745,,,,,,,,
2025-03,"Unidade Local de Saúde do Nordeste, E.P.E.",,234,5712,,,,,,,,
2025-03,"Unidade Local de Saúde do Alto Minho, E.P.E.",,434,7593,,,,,,,,
2025-03,"Unidade Local de Saúde do Arco Ribeirinho, E. P. E.",,575,6471,,,,,,,,
2025-03,"Unidade Local de Saúde do Tâmega e Sousa, E. P. E.",,386,10577,,,,,,,,
2025-03,"Unidade Local de Saúde de Gaia/Espinho, E.P.E.",,694,15472,,,,,,,,
2025-03,"Unidade Local de Saúde do Alentejo Central, E. P. E.",,245,4872,,,,,,,,
2025-03,"Unidade Local de Saúde do Algarve, E. P. E.",,890,16325,,,,,,,,
2025-03,"Unidade Local de Saúde de São João, E. P. E.",,1600,25980,,,,,,,,
2025-03,"Instituto Português de Oncologia, E.P.E. - Porto",,552,4875,,,,,,,,
2025-04,"Unidade Local de Saúde de Barcelos/Esposende, E. P. E.",,78,2983,,,,,,,,
2025-04,"Unidade Local de Saúde da Região de Aveiro, E. P. E.",,226,8731,,,,,,,,
2025-04,"Unidade Local de Saúde da Região de Leiria, E. P. E.",,408,10499,,,,,,,,
2025-04,"Unidade Local de Saúde do Tâmega e Sousa, E. P. E.",,335,10474,,,,,,,,
2025-04,"Unidade Local de Saúde de Braga, E. P. E.",,827,14130,,,,,,,,
2025-04,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.",,393,13243,,,,,,,,
2025-04,"Unidade Local de Saúde de Santa Maria, E. P. E.",,1469,24957,,,,,,,,
2025-04,"Instituto Português de Oncologia, E.P.E. - Coimbra",,76,1104,,,,,,,,
2025-05,"Unidade Local de Saúde da Guarda, E.P.E.",,148,4724,,,,,,,,
2025-05,"Unidade Local de Saúde do Oeste, E. P. E.",,500,7245,,,,,,,,
2025-05,"Unidade Local de Saúde do Alto Alentejo, E.P.E.",,309,4009,,,,,,,,
2025-05,"Unidade Local de Saúde do Alto Minho, E.P.E.",,321,7353,,,,,,,,
2025-05,"Unidade Local de Saúde de Coimbra, E. P. E.",,2192,29579,,,,,,,,
2025-05,"Instituto Português de Oncologia, E.P.E. - Lisboa",,620,6208,,,,,,,,
2025-06,"Unidade Local de Saúde do Baixo Mondego, E. P. E.",,106,2888,,,,,,,,
2025-06,"Unidade Local de Saúde do Oeste, E. P. E.",,536,7046,,,,,,,,
2025-06,"Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.",,266,6222,,,,,,,,
2025-06,"Unidade Local de Saúde do Alto Alentejo, E.P.E.",,378,3893,,,,,,,,
2025-06,"Unidade Local de Saúde do Arco Ribeirinho, E. P. E.",,435,5364,,,,,,,,
2025-06,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",,28,3647,,,,,,,,
2025-06,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.",,913,11613,,,,,,,,
2025-06,"Unidade Local de Saúde de Santa Maria, E. P. E.",,1244,24330,,,,,,,,
2025-07,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",,83,2531,,,,,,,,
2025-07,Unidade Local de Saúde de Amadora/Sintra E. P. E.,,686,13785,,,,,,,,
2025-07,"Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.",,792,8612,,,,,,,,
2025-07,"Unidade Local de Saúde do Alentejo Central, E. P. E.",,237,5251,,,,,,,,
2025-08,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",,55,3390,,,,,,,,
2025-08,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",,46,2838,,,,,,,,
2025-08,"Unidade Local de Saúde de Loures-Odivelas, E. P. E.",,401,6379,,,,,,,,
2025-08,"Unidade Local de Saúde do Arco Ribeirinho, E. P. E.",,569,5540,,,,,,,,
2025-08,"Unidade Local de Saúde de Almada-Seixal, E. P. E.",,332,11521,,,,,,,,
2025-08,Unidade Local de Saúde de Amadora/Sintra E. P. E.,,732,15073,,,,,,,,
2025-09,"Instituto Português de Oncologia, E.P.E. - Lisboa",,440,4455,,,,,,,,
2025-09,"Instituto Português de Oncologia, E.P.E. - Porto",,531,4727,,,,,,,,
2025-09,"Unidade Local de Saúde de Matosinhos, E.P.E.",,618,7607,,,,,,,,
2025-09,"Unidade Local de Saúde do Alto Alentejo, E.P.E.",,325,3315,,,,,,,,
2025-09,"Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.",,122,2455,,,,,,,,
2025-09,"Unidade Local de Saúde da Arrábida, E. P. E.",,310,7182,,,,,,,,
2025-09,"Unidade Local de Saúde da Lezíria, E. P. E.",,932,7334,,,,,,,,
2025-09,"Unidade Local de Saúde da Região de Aveiro, E. P. E.",,341,8477,,,,,,,,
2025-09,"Unidade Local de Saúde de Almada-Seixal, E. P. E.",,391,11110,,,,,,,,
2025-09,Unidade Local de Saúde de Amadora/Sintra E. P. E.,,855,13333,,,,,,,,
2015-01,Hospital Dr. Francisco Zagalo  - Ovar,Centro,9,760,,,,,,,,
2015-01,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,269,4463,,,,,,,,
2015-01,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,30,3719,,,,,,,,
2015-01,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,180,5504,,,,,,,,
2015-01,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,713,12630,,,,,,,,
2015-01,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1493,16517,,,,,,,,
2015-01,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,121,1825,,,,,,,,
2015-01,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,747,5245,,,,,,,,
2015-02,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,153,,,,,,,,
2015-02,Hospital Dr. Francisco Zagalo  - Ovar,Centro,19,546,,,,,,,,
2015-02,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,556,6042,,,,,,,,
2015-02,"Centro Hospitalar de Setúbal, E.P.E.",LVT,206,6961,,,,,,,,
2015-02,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,264,4624,,,,,,,,
2015-02,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,738,16106,,,,,,,,
2015-02,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1939,30462,,,,,,,,
2015-02,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1611,14472,,,,,,,,
2015-02,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,158,1923,,,,,,,,
2015-02,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,276,,,,,,,,
2015-03,Hospital Dr. Francisco Zagalo  - Ovar,Centro,22,551,,,,,,,,
2015-03,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,121,2226,,,,,,,,
2015-03,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,90,2353,,,,,,,,
2015-03,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,373,6156,,,,,,,,
2015-03,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,254,3729,,,,,,,,
2015-03,"Hospital Distrital de Santarém, E.P.E.",LVT,298,8863,,,,,,,,
2015-03,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,442,5803,,,,,,,,
2015-03,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,465,8212,,,,,,,,
2015-03,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,973,11172,,,,,,,,
2015-03,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,736,16246,,,,,,,,
2015-03,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,312,4875,,,,,,,,
2015-04,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,215,,,,,,,,
2015-04,"Centro Hospitalar do Oeste, E.P.E.",LVT,460,6509,,,,,,,,
2015-04,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,183,2374,,,,,,,,
2015-04,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,343,6228,,,,,,,,
2015-04,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,116,6279,,,,,,,,
2015-04,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,164,4678,,,,,,,,
2015-04,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,729,15350,,,,,,,,
2015-04,"Hospital Garcia da Orta, E.P.E.",LVT,691,11418,,,,,,,,
2015-04,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1938,28849,,,,,,,,
2015-05,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,129,1702,,,,,,,,
2015-05,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,140,4659,,,,,,,,
2015-05,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,243,6322,,,,,,,,
2015-05,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,566,7683,,,,,,,,
2015-05,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,669,7938,,,,,,,,
2015-05,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,243,Região de Saúde LVT,27680.0,,,,,,
2015-05,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,171,,,,,,,,
2015-06,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,73,3090,,,,,,,,
2015-06,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,139,1999,,,,,,,,
2015-06,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,483,4925,,,,,,,,
2015-06,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,156,3316,,,,,,,,
2015-06,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,424,6087,,,,,,,,
2015-06,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,732,9854,,,,,,,,
2015-06,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,3385,31910,,,,,,,,
2015-06,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,630,6000,,,,,,,,
2015-06,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,235,,,,,,,,
2015-07,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,5,,,,,,,,
2015-07,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,217,2219,,,,,,,,
2015-07,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,38,2471,,,,,,,,
2015-07,"Centro Hospitalar de Setúbal, E.P.E.",LVT,353,6306,,,,,,,,
2015-07,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,350,6605,,,,,,,,
2015-07,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,399,7299,,,,,,,,
2015-07,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,213,8796,,,,,,,,
2015-07,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,675,5417,,,,,,,,
2015-08,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,377,4198,,,,,,,,
2015-08,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,685,6209,,,,,,,,
2015-08,"Hospital Garcia da Orta, E.P.E.",LVT,564,10168,,,,,,,,
2015-08,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,743,13049,,,,,,,,
2015-08,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1212,12690,,,,,,,,
2015-09,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,161,2261,,,,,,,,
2015-09,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,306,4564,,,,,,,,
2015-09,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,30,1890,,,,,,,,
2015-09,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,186,3175,,,,,,,,
2015-09,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,39,3097,,,,,,,,
2015-09,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,579,9377,,,,,,,,
2015-09,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,719,7390,,,,,,,,
2015-09,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,125,1847,,,,,,,,
2015-09,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,728,6214,,,,,,,,
2015-09,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,632,5139,,,,,,,,
2015-10,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,120,3583,,,,,,,,
2015-10,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,136,2268,,,,,,,,
2015-10,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,247,6613,,,,,,,,
2015-10,"Centro Hospitalar de Setúbal, E.P.E.",LVT,439,6376,,,,,,,,
2015-10,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,681,7107,,,,,,,,
2015-10,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1134,6564,,,,,,,,
2015-10,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,256,3351,,,,,,,,
2015-10,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,558,5588,,,,,,,,
2015-10,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,25,3770,,,,,,,,
2015-10,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,94,2252,,,,,,,,
2015-10,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,374,Região de Saúde LVT,53585.0,,,,,,
2015-10,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,286,,,,,,,,
2015-11,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,90,1967,,,,,,,,
2015-11,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,90,1897,,,,,,,,
2015-11,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,385,4953,,,,,,,,
2015-11,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,284,2868,,,,,,,,
2015-11,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,162,4291,,,,,,,,
2015-11,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,159,5025,,,,,,,,
2015-11,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,410,9546,,,,,,,,
2015-11,"Hospital Distrital de Santarém, E.P.E.",LVT,504,7204,,,,,,,,
2015-11,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,315,5507,,,,,,,,
2015-11,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,115,3729,,,,,,,,
2015-11,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,760,7701,,,,,,,,
2015-11,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,490,13366,,,,,,,,
2015-11,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,886,13840,,,,,,,,
2015-11,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1570,17476,,,,,,,,
2015-11,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,608,5933,,,,,,,,
2015-12,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,138,,,,,,,,
2015-12,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,145,2454,,,,,,,,
2015-12,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,113,4425,,,,,,,,
2015-12,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,170,3487,,,,,,,,
2015-12,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,391,7323,,,,,,,,
2015-12,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,396,5467,,,,,,,,
2015-12,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,375,10239,,,,,,,,
2015-12,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,706,8867,,,,,,,,
2015-12,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1441,25175,,,,,,,,
2015-12,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,654,,,,,,,,
2016-01,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,0,,,,,,,,
2016-01,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,113,3646,,,,,,,,
2016-01,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,110,2246,,,,,,,,
2016-01,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,163,3254,,,,,,,,
2016-01,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,133,3855,,,,,,,,
2016-01,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,433,6353,,,,,,,,
2016-01,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,642,9174,,,,,,,,
2016-01,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,718,15341,,,,,,,,
2016-01,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,332,4752,,,,,,,,
2016-01,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1367,23034,,,,,,,,
2016-01,Centro Hospitalar Psiquiátrico de Lisboa,LVT,7,415,Região de Saúde LVT,5671.0,,,,,,
2016-01,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,157,,,,,,,,
2016-02,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,12,571,,,,,,,,
2016-02,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,247,,,,,,,,
2016-02,Hospital Dr. Francisco Zagalo  - Ovar,Centro,36,427,,,,,,,,
2016-02,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,5,,,,,,,,
2016-02,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,130,3143,,,,,,,,
2016-02,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,20,2384,,,,,,,,
2016-02,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,163,3127,,,,,,,,
2016-02,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,287,8215,,,,,,,,
2016-03,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,23,550,,,,,,,,
2016-03,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,29,2165,,,,,,,,
2016-03,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,139,2489,,,,,,,,
2016-03,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,85,2497,,,,,,,,
2016-03,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,377,5902,,,,,,,,
2016-03,"Hospital Distrital de Santarém, E.P.E.",LVT,369,8759,,,,,,,,
2016-03,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,399,5338,,,,,,,,
2016-03,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1388,16064,,,,,,,,
2016-04,Hospital Dr. Francisco Zagalo  - Ovar,Centro,28,475,,,,,,,,
2016-04,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,91,2100,,,,,,,,
2016-04,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,401,5625,,,,,,,,
2016-04,"Centro Hospitalar de Setúbal, E.P.E.",LVT,352,7197,,,,,,,,
2016-04,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,532,6554,,,,,,,,
2016-04,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,332,6696,,,,,,,,
2016-04,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,227,3361,,,,,,,,
2016-04,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,60,3516,,,,,,,,
2016-04,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,258,4811,,,,,,,,
2016-04,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,445,4230,,,,,,,,
2016-04,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,332,Região de Saúde LVT,22611.0,,,,,,
2016-04,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,167,,,,,,,,
2016-05,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,228,3046,,,,,,,,
2016-05,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,502,6374,,,,,,,,
2016-05,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,524,7124,,,,,,,,
2016-05,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,603,13570,,,,,,,,
2016-05,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2674,28839,,,,,,,,
2016-06,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,41,427,,,,,,,,
2016-06,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,15,1845,,,,,,,,
2016-06,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,172,4678,,,,,,,,
2016-06,"Centro Hospitalar de Setúbal, E.P.E.",LVT,332,6975,,,,,,,,
2016-06,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,482,6841,,,,,,,,
2016-06,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,205,2680,,,,,,,,
2016-06,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,544,7385,,,,,,,,
2016-06,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,402,6486,,,,,,,,
2016-06,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,22,2946,,,,,,,,
2016-06,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1090,13529,,,,,,,,
2016-06,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,600,4886,,,,,,,,
2016-07,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2016-07,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,133,2088,,,,,,,,
2016-07,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1177,6427,,,,,,,,
2016-07,"Hospital Garcia da Orta, E.P.E.",LVT,517,10930,,,,,,,,
2016-07,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2837,31144,,,,,,,,
2016-07,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1587,27339,,,,,,,,
2016-07,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1148,15111,,,,,,,,
2016-07,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,177,1854,,,,,,,,
2016-08,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,90,3640,,,,,,,,
2016-08,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,96,1733,,,,,,,,
2016-08,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,95,2141,,,,,,,,
2016-08,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,319,10674,,,,,,,,
2016-08,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,1129,6648,,,,,,,,
2016-08,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,642,6045,,,,,,,,
2016-08,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,299,3617,,,,,,,,
2016-08,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,302,9544,,,,,,,,
2016-08,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,857,13185,,,,,,,,
2016-08,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,632,4637,,,,,,,,
2016-09,Hospital Dr. Francisco Zagalo  - Ovar,Centro,5,369,,,,,,,,
2016-09,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2016-09,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,248,5093,,,,,,,,
2016-09,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,416,5617,,,,,,,,
2016-09,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1079,11772,,,,,,,,
2016-09,Centro Hospitalar Psiquiátrico de Lisboa,LVT,1,430,Região de Saúde LVT,49852.0,,,,,,
2016-09,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,375,,,,,,,,
2016-10,"Centro Hospitalar do Oeste, E.P.E.",LVT,508,5867,,,,,,,,
2016-10,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,142,2844,,,,,,,,
2016-10,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,213,8007,,,,,,,,
2016-10,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,267,9285,,,,,,,,
2016-10,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,750,7932,,,,,,,,
2016-10,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,977,12024,,,,,,,,
2016-10,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,637,5480,,,,,,,,
2016-10,Centro Hospitalar Psiquiátrico de Lisboa,LVT,1,424,Região de Saúde LVT,55465.0,,,,,,
2016-11,"Centro Hospitalar de Setúbal, E.P.E.",LVT,275,7125,,,,,,,,
2016-11,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,343,5798,,,,,,,,
2016-11,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,506,6554,,,,,,,,
2016-11,"Hospital Distrital de Santarém, E.P.E.",LVT,489,7490,,,,,,,,
