Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Carbapenemes;DDD Consumidas dos Restantes Antibióticos;Peso
2022-06;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;367;0.0
2022-07;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;11;155;0.06900000000000003
2022-07;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;286;7423;0.037171874018028954
2022-07;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;518;7786;0.06239126871993683
2022-07;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;330;8738;0.036423509274115695
2022-07;LVT;Hospital Beatriz Ângelo E.P.E.;38.821342, -9.176377;Grupo C;323;5092;0.05972688369148798
2022-07;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;311;7166;0.04165726921948206
2022-07;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;300;6409;0.044762060055468136
2022-07;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2212;26677;0.07659609116337898
2022-07;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1636;26098;0.05899925161393181
2022-08;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;0;322;0.0023234714876856017
2022-08;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;228;3757;0.057370965357291526
2022-08;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;242;5484;0.042374017642674885
2022-08;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;472;7419;0.059900264272526524
2022-08;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;514;9783;0.04999040172573193
2022-08;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;176;4276;0.039655656404977924
2022-08;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;604;12001;0.047957890356467914
2022-09;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;27;422;0.060585207045776385
2022-09;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;64;2190;0.02871578813988851
2022-09;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;328;8906;0.035538024758268914
2022-09;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;312;7960;0.037771756999682125
2022-09;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;267;9865;0.02643204826521619
2022-09;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;162;4502;0.03490407631024251
2022-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;643;12911;0.047508583354396075
2022-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;898;11792;0.07077326146670482
2022-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1514;24652;0.05788027119803901
2022-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1352;20982;0.06056590131068223
2022-10;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;113;0.0
2022-10;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;2;0.0
2022-10;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;34;2513;0.013476488574112112
2022-10;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;120;2658;0.043189757857422385
2022-10;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;48;2635;0.01812980907820918
2022-10;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;172;5890;0.02850394535598516
2022-10;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;502;6729;0.06942136188551892
2022-10;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;368;9037;0.03917670613179871
2022-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;345;6366;0.051531893128915277
2022-10;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;488;7765;0.059142501515605225
2022-10;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;251;9671;0.02539511510340719
2022-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;408;8877;0.0440170863470754
2022-10;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;660;13850;0.0455183054302195
2022-10;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;226;4962;0.043708016806658354
2022-10;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;1967;28392;0.06481632955232185
2022-10;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;668;5604;0.10659419698519539
2022-11;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;0;0.0
2022-11;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;229;4788;0.045732405252971786
2022-11;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;347;7920;0.041973660620748796
2022-11;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;228;8023;0.02763187395525633
2022-11;LVT;Hospital Beatriz Ângelo E.P.E.;38.821342, -9.176377;Grupo C;647;10339;0.05893205665148676
2022-11;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;174;2588;0.06298515866950892
2022-11;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1482;23389;0.05959795456108264
2022-12;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;137;4932;0.0270235998591053
2022-12;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;65;3189;0.02017137378781902
2022-12;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;308;7318;0.04038392197936162
2022-12;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;288;9461;0.029556966639066585
2022-12;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;793;17413;0.04356552090612309
2022-12;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;663;4718;0.12325704212032897
2022-12;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;578;4994;0.10378046735390772
2023-01;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;0;0.0
2023-01;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;211;7468;0.027572490755302076
2023-01;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;314;6331;0.04734741957279851
2023-01;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;214;8735;0.02392173602923655
2023-01;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;463;8079;0.05423882754942228
2023-01;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;483;15556;0.030123768266236316
2023-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1160;13697;0.07811740285435358
2023-01;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1289;22379;0.05448336177969207
2023-02;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;310;5263;0.05564751589608639
2023-02;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;133;5965;0.02188842123206789
2023-02;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;122;8303;0.014489192047046615
2023-02;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;207;6788;0.029636226213890955
2023-02;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;735;7443;0.08998467361197691
2023-02;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;453;7550;0.056662010527109584
2023-02;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;617;13657;0.04325786516305764
2023-02;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;469;12597;0.03591244240960885
2023-02;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;453;14681;0.02998416161108115
2023-02;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;-41;1296;0.0
2023-03;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;183;0.0
2023-03;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;209;4464;0.04472410454985482
2023-03;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;647;7488;0.07964276831680382
2023-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;305;5477;0.05280082346886251
2023-03;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;192;3345;0.05446150946951849
2023-03;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;12;3433;0.0036269617977295198
2023-03;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;240;3479;0.06460294374122973
2023-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1226;24941;0.04688239688388449
2023-03;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;672;5310;0.11234065754754892
2023-04;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;210;0.0
2023-04;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;8;0.0
2023-04;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;45;1897;0.02350241922973328
2023-04;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;254;5007;0.048333365383636404
2023-04;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;17;2278;0.007406024396315658
2023-04;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;575;10811;0.05058038228833571
2023-04;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;204;7500;0.026562371487867144
2023-04;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;502;7588;0.06214090253734415
2023-04;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;608;13603;0.042816443075549854
2023-04;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2048;27330;0.06972965422847903
2023-05;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;75;2748;0.026906509993003598
2023-05;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;136;3397;0.038597978425687164
2023-05;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;75;3398;0.021781893201554475
2023-05;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;254;6623;0.03701114695787751
2023-05;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;256;7549;0.032881303527119723
2023-05;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;479;8744;0.05194861290535193
2023-05;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;276;7698;0.03467221796354088
2023-05;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;891;8036;0.09986785274715584
2023-05;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;1175;15483;0.0705825704952087
2023-05;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1062;21940;0.04617617819295143
2023-05;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;87;1171;0.06953489031501937
2023-05;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;825;5035;0.14088229170369532
2023-05;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;434;0.0
2023-06;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;13;320;0.03897077192105921
2023-06;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;179;4546;0.03801750739971035
2023-06;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;205;5920;0.03353431898901469
2023-06;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;750;9910;0.07044148384487695
2023-06;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;482;6942;0.06498667636843616
2023-06;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;354;6818;0.04943290874675639
2023-06;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;54;3176;0.016869893982776385
2023-06;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;720;13050;0.052350453857523065
2023-06;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;537;14954;0.03471580535819681
2023-06;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;973;12939;0.06997755662888899
2023-06;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2103;27940;0.07001802687751599
2023-06;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;286;0.0
2023-07;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;2;0.0
2023-07;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;197;4165;0.04530256047867255
2023-07;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;579;6213;0.08531310785129281
2023-07;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;96;1976;0.04647916852144892
2023-07;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;138;2688;0.04893599996630902
2023-07;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;466;7653;0.057487157111478705
2023-07;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;356;9736;0.03531350332505316
2023-07;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;243;7025;0.03343099052166233
2023-07;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;909;12747;0.06663015935190106
2023-07;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;903;15705;0.05441651259692595
2023-08;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;149;2282;0.061479262131359395
2023-08;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;262;7245;0.03497192035591859
2023-08;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;700;10906;0.06036378472397067
2023-08;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;286;5778;0.04726586223100357
2023-08;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;746;7419;0.09144697818861693
2023-08;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;406;8903;0.04370484071803341
2023-08;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;936;13092;0.06675809337828581
2023-08;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2355;28021;0.07753070983916836
2023-08;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1522;25229;0.056906717013864905
2023-08;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1505;23329;0.060636934439621176
2023-08;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;303;0.0
2023-09;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;195;4196;0.044400832718914006
2023-09;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;83;2410;0.033680512463126096
2023-09;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;256;4932;0.04946497072481313
2023-09;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;266;6918;0.03704903553694839
2023-09;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;309;5955;0.04932580528013147
2023-09;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;205;5404;0.0365456249064871
2023-09;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;873;6580;0.11721757623215001
2023-09;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;674;14145;0.04553379348192386
2023-09;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;700;9474;0.0688332783884766
2023-09;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;122;1016;0.10751552665147136
2023-10;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;31;423;0.06838569426801634
2023-10;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;617;7134;0.07970204441387009
2023-10;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;321;4483;0.06689798257945037
2023-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;229;6546;0.03380044104339268
2023-10;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;468;7983;0.055447863895268734
2023-10;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565, -8.992398;Grupo C;327;5845;0.05297782651272637
2023-10;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;455;11648;0.037593134482504245
2023-10;Norte;Hospital de Braga, E.P.E.;41.567781, -8.399268;Grupo D;1039;13221;0.0728794816427668
2023-10;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1286;24364;0.05015918649930423
2023-10;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;1129;13920;0.07504274551725762
2023-10;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1580;22880;0.06460398017934575
2023-11;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;543;7658;0.0662460247304945
2023-11;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;102;2720;0.03636447969572576
2023-11;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;97;2515;0.03737704619281707
2023-11;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;187;3154;0.05617163138502197
2023-11;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;343;8549;0.03857289223906858
2023-11;LVT;Hospital Beatriz Ângelo E.P.E.;38.821342, -9.176377;Grupo C;328;6901;0.045460660506775614
2023-11;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;551;10542;0.04971727567041676
2023-11;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;958;15875;0.05695297113800542
2023-11;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1082;14064;0.07145502972564129
2023-11;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1351;23911;0.05349733061627876
2023-11;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;716;4864;0.12846831166171796
2023-12;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;190;4821;0.03797471361013922
2023-12;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;76;2807;0.026466612319027503
2023-12;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;196;4703;0.04000257548165758
2023-12;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;165;3155;0.049783547197225865
2023-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;831;10535;0.07317749277988322
2023-12;Norte;Hospital de Braga, E.P.E.;41.567781, -8.399268;Grupo D;815;13667;0.056276100446016476
2023-12;Norte;Centro Hospitalar Universitário de Santo António, E.P.E.;41.1472498, -8.6172617;Grupo E;1130;14113;0.07415177987674851
2023-12;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;774;4956;0.1351399632747001
2023-12;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;598;0.0
2024-01;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;73;3493;0.020653256587119424
2024-01;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;139;5796;0.023418414623873292
2024-01;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;451;8362;0.05116948006059728
2024-01;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;137;2884;0.04555898399210793
2024-01;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;233;7978;0.02844517974820917
2024-01;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;127;4064;0.03037402418903677
2024-01;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;634;10290;0.058121353113916224
2024-01;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;321;9400;0.033036145177314166
2024-01;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;544;12044;0.043284543870761784
2024-01;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;764;14967;0.04856568760795262
2024-02;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;117;2725;0.04147228495751442
2024-02;;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;152;3681;0.0396941071444839
2024-02;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;108;3199;0.03265666584273061
2024-02;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;586;10421;0.05329578979482953
2024-02;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;562;7781;0.06745308188591266
2024-02;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;583;8298;0.06572184707586591
2024-02;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;574;6175;0.08504565159657265
2024-02;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;1110;13968;0.07366058009223275
2024-02;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;1289;22419;0.05438445511167129
2024-02;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;815;8750;0.08527067150824912
2024-03;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;53;3293;0.015936969286471994
2024-03;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;140;2348;0.05651376638234424
2024-03;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;107;3682;0.028365318921363993
2024-03;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;557;9207;0.05706845947467611
